Date,GSCPI
31-May-2012,-0.6566224517512582
30-Jun-2012,-0.6953604164559904
31-Jul-2012,-0.6689964974511582
31-Aug-2012,-0.12760752407158388
30-Sep-2012,-0.24577624318341168
31-Oct-2012,0.01382144688014848
30-Nov-2012,-0.33602380367337703
31-Dec-2012,-0.13420410119412238
31-Jan-2013,-0.0350171149181258
28-Feb-2013,-0.3591203050510743
31-Mar-2013,-0.5276785353405211
30-Apr-2013,-0.7139179284349187
31-May-2013,-0.8422823253619088
30-Jun-2013,-0.6499240867815996
31-Jul-2013,-0.6438499583698268
31-Aug-2013,-0.555937015383913
30-Sep-2013,-0.26873285030583777
31-Oct-2013,-0.17887325803868692
30-Nov-2013,-0.6861506616810894
31-Dec-2013,-0.48632462444427094
31-Jan-2014,-0.6295286836633036
28-Feb-2014,-0.2855575066657698
31-Mar-2014,-0.6180041742961305
30-Apr-2014,-0.8160303982650989
31-May-2014,-0.8223831620205184
30-Jun-2014,-0.6838356096530458
31-Jul-2014,-0.8089061571489925
31-Aug-2014,-0.6199742618343834
30-Sep-2014,-0.8103226488287479
31-Oct-2014,-0.5909519269822313
30-Nov-2014,-0.9644167938734167
31-Dec-2014,-0.38773970822485576
31-Jan-2015,-0.5001721441906751
28-Feb-2015,-0.31633406295008454
31-Mar-2015,-0.3772288841239737
30-Apr-2015,-0.34233420554878474
31-May-2015,-0.5409919363239166
30-Jun-2015,-0.8574380126439851
31-Jul-2015,-0.4057025952885027
31-Aug-2015,-0.6695211719203548
30-Sep-2015,-0.387101321208119
31-Oct-2015,-0.22726682310062177
30-Nov-2015,-0.6267442085891292
31-Dec-2015,-0.5871146568637455
31-Jan-2016,-0.7868622972681187
29-Feb-2016,-0.7370707642161405
31-Mar-2016,-0.6390004833425378
30-Apr-2016,-0.2606109887729217
31-May-2016,-0.7002514589762242
30-Jun-2016,-0.2811640699443502
31-Jul-2016,-0.1557006903110685
31-Aug-2016,0.0970454309554883
30-Sep-2016,-0.28609067717518794
31-Oct-2016,-0.046016453877075154
30-Nov-2016,-0.30287734608555456
31-Dec-2016,-0.2192669362521099
31-Jan-2017,0.16997325021073778
28-Feb-2017,0.15335002539120784
31-Mar-2017,0.07740745629167702
30-Apr-2017,0.007224863994147067
31-May-2017,-0.13855316483584074
30-Jun-2017,0.0927403284944545
31-Jul-2017,0.08982569786217663
31-Aug-2017,0.38770149974137413
30-Sep-2017,0.5529135623885783
31-Oct-2017,0.7844719657524538
30-Nov-2017,0.8074185546419751
31-Dec-2017,0.6853963135769456
31-Jan-2018,0.5848579257409999
28-Feb-2018,0.058436462678729734
31-Mar-2018,0.4346708053226027
30-Apr-2018,0.5127251620944204
31-May-2018,0.3740924467790259
30-Jun-2018,0.43078108522670466
31-Jul-2018,0.4397954194544673
31-Aug-2018,0.5272249336151361
30-Sep-2018,0.4616717589332347
31-Oct-2018,0.528098053473757
30-Nov-2018,0.4508320431046617
31-Dec-2018,0.46046293666403454
31-Jan-2019,0.5153732249773972
28-Feb-2019,0.14862442022933325
31-Mar-2019,0.2135271853998415
30-Apr-2019,0.02093928021416159
31-May-2019,-0.6104956711537887
30-Jun-2019,-0.46326349008129025
31-Jul-2019,-0.44095303068572195
31-Aug-2019,-0.2806299470732843
30-Sep-2019,0.14556043033409705
31-Oct-2019,0.1014347799520168
30-Nov-2019,0.1641876177861965
31-Dec-2019,0.05117964586542548
31-Jan-2020,0.07069111588400186
29-Feb-2020,1.283433240131741
31-Mar-2020,2.6325457835464854
30-Apr-2020,3.3209936771173507
31-May-2020,2.5137557087643687
30-Jun-2020,2.243416183583264
31-Jul-2020,2.9653697608113156
31-Aug-2020,1.4885020859539198
30-Sep-2020,0.6284831986529756
31-Oct-2020,0.11356016631358036
30-Nov-2020,0.7604047680662591
31-Dec-2020,1.6862051925536503
31-Jan-2021,1.3335663795986563
28-Feb-2021,1.954472411161999
31-Mar-2021,2.273506726947149
30-Apr-2021,2.77348792607383
31-May-2021,3.0466690495126336
30-Jun-2021,2.7771589799302214
31-Jul-2021,2.9538607711637184
31-Aug-2021,3.3076214314103667
30-Sep-2021,3.379928833778262
31-Oct-2021,3.924901008573134
30-Nov-2021,4.327215377559958
31-Dec-2021,4.414940597869099
31-Jan-2022,3.707701434226604
28-Feb-2022,2.805031008065437
31-Mar-2022,2.8562548930326686
30-Apr-2022,3.546915514688466
31-May-2022,2.756229071514139
30-Jun-2022,2.430933486004986
31-Jul-2022,1.8387967999867991
31-Aug-2022,1.5219020023192078
30-Sep-2022,1.0260145063655397
31-Oct-2022,1.137585032107901
30-Nov-2022,1.266589923845002
31-Dec-2022,1.3414876400354796
31-Jan-2023,1.0819527674319853
28-Feb-2023,-0.20852764105744084
31-Mar-2023,-1.136742503666979
30-Apr-2023,-1.2798429848087896
31-May-2023,-1.5593526041685142
30-Jun-2023,-1.092856062471103
31-Jul-2023,-0.918392194743086
31-Aug-2023,-1.0552463422939828
30-Sep-2023,-0.6461657627909866
31-Oct-2023,-0.35229329980774104
30-Nov-2023,0.17362235704061538
31-Dec-2023,-0.15497959214758142
31-Jan-2024,-0.34458313398071055
29-Feb-2024,-0.18153840787087636
31-Mar-2024,-0.3414230659736548
30-Apr-2024,-0.937534189895499
31-May-2024,-0.5671044871790404
30-Jun-2024,-0.3379144830021098
31-Jul-2024,-0.03905720072247286
31-Aug-2024,0.21078339811212654
30-Sep-2024,0.10732412553310285
31-Oct-2024,-0.341804338080275
30-Nov-2024,-0.267398191777391
31-Dec-2024,-0.24422321523339288
31-Jan-2025,-0.31249547387011445
